Compound	InChI-Key	SMILES
succinate semialdehyde	InChIKey=UIUJIQZEACWQSV-UHFFFAOYSA-M	C(C=O)CC(=O)[O-]
(R)-4'-phosphopantothenoyl-L-cysteine	InChIKey=XQYALQVLCNHCFT-CBAPKCEASA-K	CC(C)(COP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)N[C@@H](CS)C(=O)[O-]
a-dido-HEX-1:5|6:a		
Mg2+	InChIKey=JLVVSXFLKOJNIY-UHFFFAOYSA-N	[Mg+2]
3-phenylpropionitrile	InChIKey=ACRWYXSKEHUQDB-UHFFFAOYSA-N	C(#N)CCC1(\C=C/C=C\C=1)
4-hydroxy-5-methyl-2-methylene-3(2H)-furanone	InChIKey=NPMQEIOINVDLMV-UHFFFAOYSA-N	C=C1(C(=O)C(/O)=C(C)\O1)
dimethylarsino-glutathione	InChIKey=JGDXFQORBMPJGR-YUMQZZPRSA-M	C(NC([C@@H](NC(=O)CC[C@H]([NH3+])C([O-])=O)CS[As](C)C)=O)C([O-])=O
4-aminobenzoate	InChIKey=ALYNCZNDIQEVRV-UHFFFAOYSA-M	C(=O)([O-])C1(\C=C/C(/N)=C\C=1)
3-dehydro-4-methylzymosterol	InChIKey=DBPZYKHQDWKORQ-SINUOACOSA-N	CC(C)=CCC[C@@H](C)[C@H]2(CC[C@H]3(C4(\CC[C@H]1([C@H](C)C(=O)CC[C@@](C)1C(\CC[C@](C)23)=4))))
1-oleoyl-sn-glycerol	InChIKey=RZRNAYUHWVFMIP-QJRAZLAKSA-N	CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](CO)O
lathosterone	InChIKey=FLRPNSKUGCVRRB-IINKENNYSA-N	CC(C)CCC[C@H]([C@@H]4([C@]1(C)([C@H](C2([C@H](CC1)[C@]3(C)([C@@H](CC=2)CC(=O)CC3)))CC4)))C
N-(1-deoxy-D-fructos-1-yl)-L-valine	InChIKey=JEQHVKBNRPNQDY-UTINFBMNSA-N	C([R])(=O)[O-]
crystal violet	InChIKey=LGLFFNDHMLKUMI-UHFFFAOYSA-N	C[N+](C)=C1(\C=C/C(\C=C/1)=C(C2(\C=C/C(/N(C)C)=C\C=2))C3(\C=C/C(/N(C)C)=C\C=3))
8-oxo-GTP	InChIKey=JCHLKIQZUXYLPW-UMMCILCDSA-J	C(OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(\N=C(N)/NC(=O)C(NC(=O)1)=2)))[C@H](O)[C@H](O)3)
(R)-N-formyl-beta-hydroxy-L-kynurenine	InChIKey=GADDUKLGJYJXSL-WCBMZHEXSA-N	C(=O)NC1(/C=C\C=C/C(/C(=O)[C@H](O)[C@H]([NH3+])C(=O)[O-])=1)
cycloleucine	InChIKey=NILQLFBWTXNUOE-UHFFFAOYSA-N	C([R])(=O)[O-]
(R)-4'-phosphopantothenate	InChIKey=XHFVGHPGDLDEQO-ZETCQYMHSA-K	CC([C@H](C(=O)NCCC(=O)[O-])O)(COP([O-])([O-])=O)C
phenylglyoxal	InChIKey=OJUGVDODNPJEEC-UHFFFAOYSA-N	C(=O)C(=O)C1(\C=C/C=C\C=1)
5'-deoxyadenosine	InChIKey=XGYIMTFOTBMPFP-KQYNXXCUSA-N	C[C@H]3(O[C@@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))[C@H](O)[C@H](O)3)
beta-nicotinate D-ribonucleotide	InChIKey=JOUIQRNQJGXQDC-ZYUZMQFOSA-L	C(OP(=O)([O-])[O-])[C@@H]2([C@@H](O)[C@@H](O)[C@H]([N+]1(\C=C/C=C(/C=1)/C(=O)[O-]))O2)
GLYCO-CT-N-ACETYL		
x-HEP-1:5		
shikimate	InChIKey=JXOHGGNKMLTUBP-HSUXUTPPSA-M	C([R])(=O)[O-]
isoguanine	InChIKey=DRAVOWXCEBXPTN-UHFFFAOYSA-N	C1(\NC2(NC(/N=C(C(\N=1)=2)/N)=O))
o-dgal-HEX-0:0|1:aldi		
alpha-D-glucuronate	InChIKey=AEMOLEFTQBMNLQ-WAXACMCWSA-M	C([R])(=O)[O-]
quinoxaline-2-carboxyl adenylate	InChIKey=VMJWEICPCDRXQL-SCFUHWHPSA-M	C([C@@H]3([C@H]([C@H]([C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3)O)O))OP(OC(=O)C4(\C=N/C5(\C(\N=4)=C/C=C\C=5)))([O-])=O
x-dglc-HEX-x:x		
monomethylarsino-diglutathione	InChIKey=PFYKVCFNANBHRF-CYDGBPFRSA-L	C(NC([C@@H](NC(=O)CC[C@H]([NH3+])C([O-])=O)CS[As](SC[C@H](NC(=O)CC[C@H]([NH3+])C([O-])=O)C(NCC([O-])=O)=O)C)=O)C([O-])=O
S-adenosyl 3-(methylsulfanyl)propylamine	InChIKey=ZUNBITIXDCPNSD-LSRJEVITSA-O	C[S+](CCC[NH3+])C[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3)
Fe3+	InChIKey=VTLYFUHAOXGGBS-UHFFFAOYSA-N	[Fe+3]
5-formamido-1-(5-phospho-D-ribosyl)-imidazole-4-carboxamide	InChIKey=ABCOOORLYAOBOZ-KQYNXXCUSA-L	C(OP(=O)([O-])[O-])[C@H]2(O[C@@H](N1(C(/NC=O)=C(C(=O)N)/N=C\1))[C@H](O)[C@H](O)2)
uridine 2'3'-cyclic monophosphate	InChIKey=HWDMHJDYMFRXOX-XVFCMESISA-M	C(O)[C@H]2(O[C@@H](N1(\C=C/C(=O)NC1=O))[C@@H]3(OP(=O)([O-])O[C@H]23))
4-coumarate	InChIKey=NGSWKAQJJWESNS-ZZXKWVIFSA-M	C([R])(=O)[O-]
dGDP	InChIKey=CIKGWCTVFSRMJU-KVQBGUIXSA-K	C(OP(=O)([O-])OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(\N=C(N)/NC(=O)C(\N=C/1)=2)))C[C@H](O)3)
5-amino-6-(D-ribitylamino)uracil	InChIKey=XKQZIXVJVUPORE-RPDRRWSUSA-N	C(NC1(NC(NC(=O)C(N)=1)=O))[C@H](O)[C@H](O)[C@H](O)CO
(2E,5E)-dodeca-2,5-dienoyl-CoA	InChIKey=ZSJRXHRCABOSNC-UOVVPLBNSA-J	CCCCCC/C=C/C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
S-adenosyl-L-methionine	InChIKey=MEFKEPWMEQBLKI-FCKMPRQPSA-O	C[S+](C[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3))CC[C@@H](C(=O)[O-])[NH3+]
3-all trans-hexaprenyl-4-amino-5-hydroxybenzoate	InChIKey=RDJHHAKRFMKPKL-IRVXXIIISA-M	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(\C(\N)=C(/C=C(\C=1)/C(=O)[O-])\O)
lathosterol	InChIKey=IZVFFXVYBHFIHY-SKCNUYALSA-N	CC(C)CCC[C@H]([C@@H]4([C@]1(C)([C@H](C2([C@H](CC1)[C@]3(C)([C@@H](CC=2)C[C@@H](O)CC3)))CC4)))C
N-(1-deoxy-D-fructos-1-yl)-L-asparagine	InChIKey=SPIROCFTONGMLA-WGDRPHDWSA-N	C([R])(=O)[O-]
ferroheme i	InChIKey=DUDFUCVGSNDDBK-PRYGPKJJSA-J	C=CC4(\C6(/C=C8(C(/C)=C(CCC(=O)[O-])/C1(/N([Fe-2]35([N+]2(\C(/C(/CO)=C(CCC(=O)[O-])\C(/C=1)=2)=C/C7(/N3C(\C=C(C(/C)=4)/[N+]\5=6)=C(C(/C)=7)/[C@@H](O)CC/C=C(C)/CC/C=C(C)/CCC=C(C)C))))8))))
butan-1-ol	InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N	CCCCO
thiamine phosphate	InChIKey=HZSAJDVWZRBGIF-UHFFFAOYSA-M	CC2(\[N+](/CC1(\C(\N)=N/C(\C)=N\C=1))=C/SC(/CCOP([O-])(=O)[O-])=2)
leukotriene A4	InChIKey=UFPQIRYSPUYQHK-XWYPZHSRSA-M	C([R])(=O)[O-]
anthranilate	InChIKey=RWZYAGGXGHYGMB-UHFFFAOYSA-M	C([R])(=O)[O-]
dehydroascorbate (bicyclic form)	InChIKey=QPPOKIPSRPKDEM-VPGXFDHMSA-N	C2(=O)(O[C@H]1([C@](O)(OC[C@H](O)1)C(O)(O)2))
NADPH	InChIKey=ACFIXJIJDZMPPO-NNYOXOHSSA-J	C1(\N(/C=C(C\C=1)/C(=O)N)[C@@H]2(O[C@@H]([C@H]([C@H]2O)O)COP(OP(OC[C@H]5(O[C@@H](N3(C4(\C(\N=C/3)=C(N)/N=C\N=4)))[C@H](OP([O-])(=O)[O-])[C@H](O)5))(=O)[O-])(=O)[O-]))
(L-asparaginyl)adenylate	InChIKey=BZHVCXQAFQWXPZ-VWJPMABRSA-N	C([R])(=O)[O-]
dihydrofurano derivative	InChIKey=FUIDCBUVLDEBJL-UHFFFAOYSA-N	CC(O)(C)CCC3(/C(/O)=C2(C(/O\C=C(C1(\C(\O)=C/C(/O)=C\C=1))/C(=O)2)=C\C(\OC)=3))
L-cystine	InChIKey=LEVWYRKDKASIDU-IMJSIDKUSA-N	C([R])(=O)[O-]
2-amino-2-deoxy-D-gluconate	InChIKey=UFYKDFXCZBTLOO-TXICZTDVSA-N	C([R])(=O)[O-]
beta-sitosterol 3-O-beta-D-glucoside	InChIKey=NPJICTMALKLTFW-OFUAXYCQSA-N	CC[C@@H](C(C)C)CC[C@@H](C)[C@H]4(CC[C@H]5([C@@H]3(C\C=C2(C[C@@H](O[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))CC[C@@](C)2[C@H]3CC[C@](C)45))))
acetate	InChIKey=QTBSBXVTEAMEQO-UHFFFAOYSA-M	C([R])(=O)[O-]
dityrosine	InChIKey=OQALFHMKVSJFRR-UHFFFAOYSA-L	C2(\C(/CC(N)C(=O)[O-])=C/C(/C1(\C=C(CC(N)C(=O)[O-])/C=C\C(\O)=1))=C(\C=2)/O)
3-deoxy-D-glycero-alpha-D-galacto-nonulosonate	InChIKey=CLRLHXKNIYJWAW-LSRLBZCKSA-M	C([R])(=O)[O-]
3-chloro-1-phenyl-1-propanone	InChIKey=KTJRGPZVSKWRTJ-UHFFFAOYSA-N	C(Cl)CC(=O)C1(\C=C/C=C\C=1)
b-dman-OCT-2:6|1:a|2:keto|3:d		
(3R)-3-hydroxy-arachidoyl-CoA	InChIKey=KNSVYMFEJLUJST-AFMYZWIISA-J	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[R])COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
3-methyladenine	InChIKey=FSASIHFSFGAIJM-UHFFFAOYSA-N	CN2(C1(\C(\N=C/N=1)=C(N)/N=C\2))
(5E)-3-oxo-dodec-5-enoyl-CoA	InChIKey=VKLHSLOWDWGVGP-WOABMHMMSA-J	CCCCCC/C=C/CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
oleoyl-CoA	InChIKey=XDUHQPOXLUAVEE-BPMMELMSSA-J	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[R])COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
arsenic triglutathione	InChIKey=UXNWJLSRLNSHSI-QQCJEOGWSA-K	C(NC([C@@H](NC(=O)CC[C@H]([NH3+])C([O-])=O)CS[As](SC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(NCC([O-])=O)=O)SC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(NCC([O-])=O)=O)=O)C([O-])=O
ethyl caproate	InChIKey=SHZIWNPUGXLXDT-UHFFFAOYSA-N	CCCCCC(=O)OCC
3-oxopalmitoyl-CoA	InChIKey=NQMPLXPCRJOSHL-BBECNAHFSA-J	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[R])COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
a-dgal-HEX-1:5|6:a		
4alpha-carboxy-4beta-methyl-5alpha-cholesta-8,24-dien-3beta-ol	InChIKey=MYWAIWDQTCHPTH-LJAIZBFVSA-M	CC(C)=CCC[C@@H](C)[C@H]2(CC[C@H]3(C4(\CC[C@H]1([C@@](C([O-])=O)(C)[C@@H](O)CC[C@@](C)1C(\CC[C@](C)23)=4))))
superoxide	InChIKey=OUUQCZGPVNCOIJ-UHFFFAOYSA-M	[O-]O
b-xglc-HEX-1:5|6:a		
5-methyltetrahydropteroyl tri-L-glutamate	InChIKey=HVRNKDVLFAVCJF-VJANTYMQSA-J	CN1([C@H](CNC2(/N=C(N)\NC(C\1=2)=O))CNC3(\C=C/C(/C(N[C@H](C(=O)[O-])CCC([R])=O)=O)=C\C=3))
pyrazine-2-carboxylate	InChIKey=NIPZZXUFJPQHNH-UHFFFAOYSA-M	C1(\N=C/C=N\C(/C([O-])=O)=1)
a holo citrate-lyase		CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@@H]2([C@@H](O)[C@@H](O[C@@H]1([C@H](O)[C@H](O)[C@@H](COP(=O)([O-])OC[C@H](N[a [citrate-lyase]])C(=O)[a [citrate-lyase]])O1))[C@@H](O2)N3(\C=N/C4(C(/N)=N\C=N/C3=4))))[C@@H](O)C(=O)NCCC(=O)NCCS
histidinal	InChIKey=VYOIELONWKIZJS-YFKPBYRVSA-O	C1(\N\C=N/C(\C[C@@H](C=O)[NH3+])=1)
4-nitrobenzaldehyde	InChIKey=BXRFQSNOROATLV-UHFFFAOYSA-N	C(=O)[R]
methylglyoxalbis(guanylhydrazone)	InChIKey=MXWHMTNPTTVWDM-UHFFFAOYSA-P	CC(/C=N/NC(N)=[NH2+])=N\NC(N)=[NH2+]
3-hydroxy-5-methylbenzaldehyde	InChIKey=BTLHCFVCIGAAPF-UHFFFAOYSA-N	C(=O)[R]
2-aminoprop-2-enoate	InChIKey=UQBOJOOOTLPNST-UHFFFAOYSA-N	C=C([NH3+])C(=O)[O-]
L-cysteate	InChIKey=XVOYSCVBGLVSOL-REOHCLBHSA-M	C([C@H]([NH3+])C(=O)[O-])S(=O)(=O)[O-]
4-nitrophenyl-beta-D-glucopyranoside	InChIKey=IFBHRQDFSNCLOZ-RMPHRYRLSA-N	C1(\C(\[N+]([O-])=O)=C/C=C(\C=1)/O[C@H]2([C@@H]([C@H]([C@@H]([C@@H](CO)O2)O)O)O))
4alpha-hydroxymethyl-5alpha-cholesta-8,24-dien-3beta-ol	InChIKey=ORZKEIGPXNMCHC-NUESBDPTSA-N	CC(C)=CCC[C@@H](C)[C@H]2(CC[C@H]3(C4(\CC[C@H]1([C@H](CO)[C@@H](O)CC[C@@](C)1C(\CC[C@](C)23)=4))))
(2E,4Z)-undeca-2,4-dienoyl-CoA	InChIKey=SZKPLUULGGERFD-NFPSBOAPSA-J	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[R])COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
a linoleate group		CCCCC\C=C/C\C=C/CCCCCCCC=O
bisoleoyl phosphatidate	InChIKey=MHUWZNTUIIFHAS-DSSVUWSHSA-L	C(OC([R1])=O)[C@@H](OC(=O)[R2])COP([O-])(=O)[O-]
(2Z,4Z)-2-chloro-3-hydroxyhexa-2,4-dienedioate	InChIKey=KHWHQPFTGLTZEN-NWJCXACMSA-L	C(=O)([O-])\C=C/C(/O)=C(C(=O)[O-])/Cl
dTDP group		CC1(\C(=O)NC(=O)N(\C=1)[C@H]2(C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O)O2))
3'-phosphoadenylyl-sulfate	InChIKey=GACDQMDRPRGCTN-KQYNXXCUSA-J	C(OP(=O)([O-])OS(=O)([O-])=O)[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](OP([O-])(=O)[O-])3)
ITP	InChIKey=HAEJPQIATWHALX-KQYNXXCUSA-J	C(OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(\N=C/NC(=O)C(\N=C/1)=2)))[C@H](O)[C@H](O)3)
S-(hydroxysulfenamide)glutathione	InChIKey=ZOIIDZWLSVVTGQ-WDSKDSINSA-M	C(S[R])[C@@H](C(NCC([O-])=O)=O)NC(=O)CC[C@H]([NH3+])C([O-])=O
3-dehydroshikimate	InChIKey=SLWWJZMPHJJOPH-PHDIDXHHSA-M	C([O-])(=O)C1(\C[C@@H](O)[C@H](O)C(=O)/C=1)
a-dgal-HEX-1:4		
L-methionine-(S)-S-oxide	InChIKey=QEFRNWWLZKMPFJ-MFXDVPHUSA-N	C([R])(=O)[O-]
aureobasidin A	InChIKey=RLMLFADXHJLPSQ-MJQYLNDYSA-N	CC[C@H](C)[C@@H]2(NC(=O)[C@@H]4(CCCN(C(=O)[C@@H](N(C)C([C@H](CC1(\C=C/C=C\C=1))NC(=O)[C@@H](N(C)C(=O)[C@@H](C(CC)C)OC(=O)[C@H](C(O)(C)C)N(C)C(=O)[C@H](CC(C)C)NC([C@H](C(C)C)N(C)C(=O)2)=O)C(C)C)=O)CC3(\C=C/C=C\C=3))4))
a [1-Cys peroxiredoxin]-(S-hydroxy-S-oxocysteine)		C(=O)([a peroxiredoxin])[C@H](CS(=O)O)N[a peroxiredoxin]
dehydroascorbate	InChIKey=OESHPIGALOBJLM-UHFFFAOYSA-N	C(O)C(O)[C-]1(C(=O)C(=O)C(=O)O1)
adenine	InChIKey=GFFGJBXGBJISGV-UHFFFAOYSA-N	C2(N)(\N=C/N=C1(C(/N=C\N1)=2))
a-lara-PEN-1:4		
ribose 1,3-cyclic phosphate	InChIKey=ONTWKCPWRKFYOT-SOOFDHNKSA-M	C(O)[C@@H]1([C@H]2(OP(=O)([O-])OC(O1)[C@H](O)2))
b-lara-PEN-1:4		
3-hydroxy-cis,cis-muconate	InChIKey=DLKZGMNZEDNHKO-BXTBVDPRSA-L	C(\C(\O)=C/C(=O)[O-])=C\C(=O)[O-]
glycerophosphoglycerol	InChIKey=LLCSXHMJULHSJN-UHFFFAOYSA-M	C(C(COP(OCC(CO)O)([O-])=O)O)O
thiamine	InChIKey=JZRWCGZRTZMZEH-UHFFFAOYSA-N	CC2(\[N+](/CC1(\C(\N)=N/C(\C)=N\C=1))=C/SC(/CCO)=2)
4-methyl-5-(2-phosphooxyethyl)thiazole	InChIKey=OCYMERZCMYJQQO-UHFFFAOYSA-L	CC1(\N=C/SC(/CCOP([O-])(=O)[O-])=1)
L-cysteinylglycine	InChIKey=ZUKPVRWZDMRIEO-VKHMYHEASA-N	C(C([O-])=O)NC([C@H](CS)[NH3+])=O
1-(5'-phospho-beta-D-ribofuranosyl)barbiturate	InChIKey=AODYJUNLDJOADV-YHSFNTFWSA-L	C(OP(=O)([O-])[O-])[C@H]2([C@@H]([C@H]([C@H](N1(C(=O)NC(=O)CC(=O)1))O2)O)O)
2-amino-3-carboxymuconate-6-semialdehyde	InChIKey=KACPVQQHDVBVFC-PMRVSPHWSA-M	C(=O)([O-])C(\C=C\C=O)=C(C([O-])=O)/[NH3+]
2-deoxy-D-glucono-1,5-lactone	InChIKey=DBXNZGWNBVNDSO-KODRXGBYSA-N	C(O)[C@H]1(OC(C[C@H]([C@@H]1O)O)=O)
3-oxocerotoyl-CoA	InChIKey=VOMUIFOBQMYJPJ-CPIGOPAHSA-J	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[R])COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
myo-inositol	InChIKey=CDAISMWEOUEBRE-GPIVLXJGSA-N	[C@H]1([C@@H]([C@H]([C@@H]([C@H]([C@H]1O)O)O)O)O)O
2-oxoglutarate	InChIKey=KPGXRSRHYNQIFN-UHFFFAOYSA-L	C(CC([O-])=O)C(=O)C([O-])=O
laurate	InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-M	C([R])(=O)[O-]
2-hydroxy-dATP	InChIKey=UOACBPRDWRDEHJ-KVQBGUIXSA-J	C(OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(/N=C(/N=C(C(\N=C/1)=2)/N)/O)))C[C@H](O)3)
GLYCO-CT-PYR		
N-(2,3-dihydroxybenzoyl)-L-serine trimer	InChIKey=NTWRWGRCGVKQNS-BZSNNMDCSA-M	C1(\C=C(C(\O)=C(\C=1)\C(=O)N[C@@H](CO)C(OC[C@H](NC(=O)C2(/C=C\C=C(C(\O)=2)\O))C(OC[C@H](NC(=O)C3(/C=C\C=C(C(\O)=3)\O))C([O-])=O)=O)=O)\O)
5,5'-dithio-bis-2-nitrobenzoate	InChIKey=KIUMMUBSPKGMOY-UHFFFAOYSA-L	C2(/C=C(C(/C(=O)[O-])=C\C(\SSC1(\C=C(C(/[N+]([O-])=O)=C\C=1)\C(=O)[O-]))=2)/[N+]([O-])=O)
3-oxooctadecanoyl-CoA	InChIKey=LGOGWHDPDVAUNY-LFZQUHGESA-J	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[R])COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
D-gluconate 6-phosphate	InChIKey=BIRSGZKFKXLSJQ-SQOUGZDYSA-K	C([C@H]([C@H]([C@@H]([C@H](C([O-])=O)O)O)O)O)OP([O-])([O-])=O
norfuraneol	InChIKey=DLVYTANECMRFGX-UHFFFAOYSA-N	CC1(/OCC(=O)C(/O)=1)
1D-myo-inositol 3-monophosphate	InChIKey=INAPMGSXUVUWAF-PTQMNWPWSA-L	[C@H]1(O)([C@@H](O)[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](O)1)
1-palmitoylglycerone 3-phosphate	InChIKey=MLWXSIMRTQAWHY-UHFFFAOYSA-L	CCCCCCCCCCCCCCCC(OCC(COP([O-])([O-])=O)=O)=O
p-cumic aldehyde	InChIKey=WTWBUQJHJGUZCY-UHFFFAOYSA-N	C(=O)[R]
pyridoxine	InChIKey=LXNHXLLTXMVWPM-UHFFFAOYSA-N	CC1(\C(\O)=C(C(/CO)=C\N=1)\CO)
4-isopropylbenzyl alcohol	InChIKey=OIGWAXDAPKFNCQ-UHFFFAOYSA-N	CC(C1(\C=C/C(/CO)=C\C=1))C
[non-ribosomal peptide synthase] group		CC(C)(COP(=O)([O-])OC[C@H](N[a non-ribosomal peptide synthase])C(=O)[a non-ribosomal peptide synthase])[C@@H](O)C(=O)NCCC(=O)NCCS
2-iminobutanoate	InChIKey=WRBRCYPPGUCRHW-UHFFFAOYSA-N	CCC(C(=O)[O-])=[NH2+]
N7-methylguanosine 5'-diphosphate	InChIKey=SBASPRRECYVBRF-KQYNXXCUSA-L	C[N+]1(\C3(C(=O)NC(/N)=N/C(N(\C=1)[C@@H]2(O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@@H](O)2))=3))
1-chloro-2,4-dinitrobenzene	InChIKey=VYZAHLCBVHPDDF-UHFFFAOYSA-N	C1(/C=C(C(/[N+]([O-])=O)=C\C(\[N+]([O-])=O)=1)/Cl)
(S)-lactaldehyde	InChIKey=BSABBBMNWQWLLU-VKHMYHEASA-N	C[C@@H](C=O)O
4alpha-methyl ergosta-8,14,25(27)-trienol	InChIKey=XMACHBCVXCCTCF-BKFTWGLRSA-N	C=C(C)[C@@H](C)CC[C@@H](C)[C@H]2(CC=C3(C4(\CC[C@H]1([C@H](C)[C@@H](O)CC[C@@](C)1C(\CC[C@](C)23)=4))))
3-deoxy-D-glycero-beta-D-galacto-nonulosonate	InChIKey=CLRLHXKNIYJWAW-YOQZMRDMSA-M	C([R])(=O)[O-]
(4-hydroxyphenyl)acetaldehyde	InChIKey=IPRPPFIAVHPVJH-UHFFFAOYSA-N	C(=O)CC1(\C=C/C(/O)=C\C=1)
isobutanal	InChIKey=AMIMRNSIRUDHCM-UHFFFAOYSA-N	C(=O)[R]
alpha-D-quinovopyranose	InChIKey=SHZGCJCMOBCMKK-DVKNGEFBSA-N	C(=O)[R]
UDP-alpha-D-galactose	InChIKey=HSCJRCZFDFQWRP-ABVWGUQPSA-L	C(O)[C@@H]1([C@H](O)[C@H](O)[C@@H](O)[C@H](O1)OP(OP(OC[C@@H]3([C@H]([C@H]([C@H](N2(\C=C/C(=O)NC2=O))O3)O)O))(=O)[O-])(=O)[O-])
two adjacent 2'-deoxycytidines in DNA		C1(\N(C(=O)/N=C(\C=1)/N)[C@@H]4(O[C@H](COP(O[C@H]3(C[C@H](N2(C(=O)/N=C(\C=C/2)/N))O[C@H](COP(=O)([O-])O[a deoxyribonucleic acid])3))([O-])=O)[C@@H](OP([O-])(O[a deoxyribonucleic acid])=O)C4))
beta-D-idopyranuronate	InChIKey=AEMOLEFTQBMNLQ-LVBGKUAWSA-M	C([R])(=O)[O-]
episterol	InChIKey=BTCAEOLDEYPGGE-JVAZTMFWSA-N	CC(C)C(CC[C@@H](C)[C@H]3(CC[C@H]4(C1([C@@H]([C@]2(CC[C@H](O)C[C@H](CC=1)2)(C))CC[C@](C)34))))=C
sphinganine	InChIKey=OTKJDMGTUTTYMP-ZWKOTPCHSA-O	CCCCCCCCCCCCCCC[C@H]([C@H](CO)[NH3+])O
N-(1-phenylpropan-2-yl)hydroxylamine	InChIKey=LPZRPPBVFGJUOJ-UHFFFAOYSA-N	CC(CC1(\C=C/C=C\C=1))NO
trans-docos-2-enoyl-CoA	InChIKey=KRTIFNFQCJTGMV-DYAVHEMFSA-J	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[R])COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
ferrichrome	InChIKey=GGUNGDGGXMHBMJ-OCIDDWSYSA-N	CC1(N3(CCC[C@H]4(C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@H]5(CCCN2(O[Fe-3]6([O+]=1)([O+]=C(C)2)(O3)([O+]=C(C)N(CCC[C@@H](C(=O)N4)NC(=O)5)O6))))))
adenosine 5'-phosphosulfate	InChIKey=IRLPACMLTUPBCL-KQYNXXCUSA-L	C(OP([O-])(OS(=O)([O-])=O)=O)[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3)
